concurrency,requests_total,requests_ok,requests_error,success_rate_pct,p50_ttft_s,p95_ttft_s,p50_e2e_s,p95_e2e_s,p50_decode_tps,p95_decode_tps,avg_prompt_tokens,avg_output_tokens
1,10,10,0,100.0,0.11055018752813335,0.16996552930213493,3.6205916041508317,3.7378418706124648,34.853474432707216,35.411606010104286,31.0,119.7
2,20,20,0,100.0,3.525532958563417,3.9922323796199635,7.137175937648863,7.606524398061447,35.24197177306302,35.445772234106634,31.0,122.0
4,40,40,0,100.0,10.614322416950017,11.743369133467786,14.275198458693922,15.50779624551069,35.261019048106675,35.424534863797255,31.0,123.95
8,80,80,0,100.0,25.577478479593992,27.724503326858393,29.227410790976137,31.355823177285494,35.07729387734403,35.346669090197764,31.0,126.6125
